#Table1
objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1237667112796094811,140.940490193336,24.6391880897349,22.42841,19.63934,17.88346,17.22158,16.80989,2579586007590529024,GALAXY,0.3289802
1237667142867484813,140.984166046369,24.8806196193907,20.37197,19.09492,17.78037,17.23336,16.84377,6521324515796211712,GALAXY,0.293739
1237667142867550361,141.020036797499,25.0418629534418,19.81173,19.65337,19.66742,19.68438,19.37907,6521327264575281152,QSO,2.054681
1237667210511843383,141.00285493106,21.7373566024726,19.37541,18.11914,17.41991,17.01796,16.75851,2578341360645990400,GALAXY,0.1262534
1237667210511843578,141.085429801678,21.810942427837,20.00998,19.55833,18.9373,18.57023,18.15839,2577285279408744448,QSO,0.2506865
1237667211048714548,140.944959943266,22.090323708059,21.91288,19.71829,18.20904,17.68697,17.25295,6501035223249344512,GALAXY,0.2706022
1237667212659589272,141.047817467762,23.5318520465061,21.41018,18.76639,17.56273,17.11304,16.75967,2579437298642872320,GALAXY,0.1907845
1237667253461385411,141.002699517983,22.0064618739066,20.67926,19.0715,17.73917,17.23597,16.86066,6497837843586766848,GALAXY,0.1885014
1237667253998321781,140.920842045961,22.3527616281613,20.26598,19.44964,19.28342,19.22747,18.98131,6497817502621652992,QSO,0.7586828
1237667255072194742,140.970779480434,23.2229318645554,21.14854,19.52465,18.4184,17.84911,17.54271,2578478249843648512,GALAXY,0.2036709
1237667255609131145,141.008713147497,23.6741478011487,20.13299,18.64285,17.81492,17.39673,17.09921,2579438673032407040,GALAXY,0.190654
1237667429557010732,141.037763891292,20.0491076846261,20.69678,18.70912,17.60563,17.10477,16.70597,2577255317716887552,GALAXY,0.1464427
1237667536929685728,141.071442721588,17.8418174464517,20.63621,18.78374,17.78084,17.37386,17.01012,2657192287292909568,GALAXY,0.1227939
1237667537466622219,141.020015762773,18.2925260306842,20.9864,18.76467,17.43312,16.93797,16.63645,2657173595595237376,GALAXY,0.2156711
1237667734490513675,141.032166975477,15.9955801439324,21.68531,19.01984,17.70111,17.17384,16.75339,2747354441303746560,GALAXY,0.1858489
1237667783353434398,141.056602774457,17.1214367077812,20.43635,18.6175,17.58613,17.14878,16.81331,2666226150207940608,GALAXY,0.1158485
1237668288540639428,141.081216784783,14.2350702701552,19.68572,18.00388,17.05549,16.60872,16.30129,2747222225030506496,GALAXY,0.1412023
1237668288540639624,141.041555704194,14.1191060475087,19.94652,18.26569,17.3914,17.04773,16.76141,2747218651617716224,GALAXY,0.1382536
1237670964849016887,140.969584576429,14.2904323621188,20.17719,18.13726,17.04081,16.57171,16.2137,5976471419340740608,GALAXY,0.1410956
1237671122689392868,141.00082515784,11.6528754307128,21.15064,18.73723,17.49625,17.02403,16.70559,1959187110233663488,GALAXY,0.1750756
1237671124300136470,140.968565437613,12.7901946900681,22.38001,18.69357,18.42576,18.41687,20.08918,2901616202054920192,QSO,1.038527
1237671261201957119,140.921452186065,12.6429332355464,19.28414,19.13869,18.81568,18.8481,18.93868,2901606031572363264,QSO,1.205149
1237674460952658151,140.959143631515,3.39928097892476,19.78379,17.64062,16.55298,16.08901,15.71096,639575231454799872,GALAXY,0.1284862
1237674462026727438,141.058509344353,4.50890526274864,18.64451,17.67452,17.30479,17.16776,17.09487,5398701147229018112,QSO,2.947564
1237651250952339646,140.906521230513,56.9609213216373,19.74993,19.40549,19.48445,19.26421,19.27251,507933172357425152,QSO,0.5766875
1237660413188178172,141.055077065084,7.96576284876247,19.82516,17.77262,16.73558,16.29397,15.90962,1345551589447854080,GALAXY,0.1042199
1237660669811753397,140.935491912285,8.69256422997514,20.74668,18.75301,17.64917,17.17507,16.7735,1465962132116891648,GALAXY,0.1302505
1237674460415721587,140.940428014274,2.93849442236548,20.81933,18.63053,17.38714,16.81693,16.34784,639579629501310976,GALAXY,0.1468454
1237651191361372166,140.911945968788,57.0998048673664,23.16552,19.91718,18.19749,17.57989,17.29409,507929598944634880,GALAXY,0.2846675
1237651191361372167,140.906003639344,57.1008379247812,22.83548,19.87074,18.33265,17.74858,17.42218,8382421126454990848,GALAXY,0.2815565
1237651191898439855,141.025528967017,57.8459921487981,18.85032,17.60734,16.83445,16.3413,16.04801,508992826739025920,GALAXY,0.1163535
1237651250415337666,141.083459503137,56.4240419709406,20.81265,19.56798,19.31122,19.22061,19.14768,8382415628896851968,QSO,2.988546
1237651250952339652,141.088993989886,56.8653448712649,20.39457,18.77541,17.55447,17.0335,16.69761,507934546746959872,GALAXY,0.2102913
1237651250952405235,141.070712175854,57.0081841869796,21.14073,19.24665,17.93088,17.41474,16.98154,8382418377675921408,GALAXY,0.2468674
1237651539240353957,140.939613068616,60.4238463285669,19.82883,17.87738,16.72561,16.22812,15.89834,546192328730109952,GALAXY,0.1720859
1237651753456369710,140.905073441268,1.48346170071521,20.27334,18.3095,17.18182,16.70146,16.28399,532556460735883264,GALAXY,0.138188
1237651753456435386,141.091249654607,1.50046542118272,19.10424,17.21032,16.13471,15.68083,15.3132,532561133660301312,GALAXY,0.1379405
1237653612111134928,140.94819144038,52.9457393037251,21.24625,19.27288,17.9644,17.41857,17.08544,6447010180131739648,GALAXY,0.2566033
1237654381441974295,141.050654031087,53.2529820443264,19.01725,18.849,18.82092,18.56684,18.52261,6447009080620111872,QSO,1.802565
1237654604243665087,141.094626373884,2.707625322055,19.55226,17.95411,17.08887,16.64958,16.33307,639571108286195712,GALAXY,0.1330006
1237654651496169671,141.015878262955,50.1917012091782,19.81082,19.56904,19.49672,19.27669,19.35747,8226030989962663936,QSO,1.660218
1237657628441903235,140.949680821485,42.1302964659876,19.82932,18.59565,17.73677,17.35025,17.01081,1352216828096571392,GALAXY,0.144212
1237657628441968748,141.065254921537,42.2258439787583,19.88218,17.87496,16.73242,16.29259,15.96515,1352215178829129728,GALAXY,0.1796316
1237657628978970776,141.066145376966,42.7756243160514,19.50267,19.09013,19.05079,18.72162,18.57365,1352378181427947520,QSO,0.5503371
1237657633261551763,141.001224262955,48.0225175477245,18.85805,17.33686,16.48357,16.07389,15.78212,1013358064033622016,GALAXY,0.1082833
1237657774471381178,140.970335378444,42.3948981105845,19.41688,18.27712,17.58753,17.2389,17.05329,1352379830695389184,GALAXY,0.1725086
1237657774471381201,140.942868761978,42.5172219891978,20.07511,18.0273,16.89773,16.40027,16.02669,979612397675243520,GALAXY,0.1339246
1237657775008448687,141.044006118649,43.0773851664737,19.6125,19.27684,19.28868,19.07138,19.18115,9327065453674387456,QSO,1.741259
1237657776082321640,140.947417378839,43.9268880769435,20.66673,18.68105,17.53354,17.05007,16.74698,979631639128729600,GALAXY,0.1522097
1237657776082387157,141.063820986281,43.9664737324004,20.07172,18.1605,17.2336,16.82975,16.47092,979642909122914304,GALAXY,0.120571
1237657776619454714,141.079347292174,44.6078671534375,20.16793,18.38999,17.37407,16.87998,16.5875,937909570716592128,GALAXY,0.1768272
1237657874866176175,141.086978296531,41.1468606042302,21.42004,19.76237,18.20746,17.64503,17.25711,5224331797840812032,GALAXY,0.2986044
1237658203960574133,140.935337433281,39.94725737124,20.34823,18.45526,17.35898,16.86554,16.48816,1057287676715100160,GALAXY,0.1472581
1237658205034512651,141.000029401183,40.8900845841757,19.41541,18.22282,17.62768,17.25586,17.0331,1057285752569751552,GALAXY,0.1273547
1237658205571580057,141.081354271423,41.4907009307594,20.30606,18.41259,17.25515,16.70831,16.28696,1057327259133700096,GALAXY,0.1436843
1237658298989478134,140.960199943205,5.0118744400945,19.77583,18.46782,17.57726,17.11475,16.79541,1115810558684194816,GALAXY,0.1853962
1237658423008624967,140.951347378031,4.98140272591134,22.43121,19.91411,18.32777,17.76447,17.42956,5398955684170848256,GALAXY,0.2985107
1237658424619302966,140.982529781479,6.06744390584067,18.9647,18.64399,18.51873,18.62094,18.44956,1115911713753950208,QSO,0.8280324
1237658424619303121,141.003657023764,6.04462179752933,21.37721,18.94513,17.78858,17.31239,16.93496,1115913912777205760,GALAXY,0.1479142
1237658424619303163,141.036785441691,6.14511387138513,20.39534,18.66062,17.56187,17.07957,16.78054,1115913088143484928,GALAXY,0.17333
1237658493336224044,141.045251522297,7.77510985662251,20.42238,18.6041,17.59798,17.14828,16.83151,1345584849674594304,GALAXY,0.1295088
1237660342861037666,141.078293766595,37.3713208735574,19.32807,19.27364,19.25313,19.09053,18.92398,1365891459210831872,QSO,2.020393
1237660413188243568,141.083757107711,7.93473640325791,19.87557,19.65264,19.50357,19.46082,19.26618,1465946464076195840,QSO,2.083769
1237660413188243593,141.08976411709,8.01092999640007,20.43137,18.38839,17.31091,16.84058,16.42918,1345550489936226304,GALAXY,0.104703
1237660413725049052,140.95865798536,8.29467101747449,20.17756,19.84085,19.81614,19.56695,19.55608,5971777053590312960,QSO,1.854308
1237660635989737583,141.033909800104,38.6323210935365,18.97095,18.8313,18.55952,18.61363,18.65813,1366966502661580800,QSO,1.037191
1237660669811753031,140.90800573168,8.6298586947522,18.59141,16.61515,15.49174,16.34774,14.53703,1465964606018054144,GALAXY,0.1268883
1237660669811753167,140.942797119867,8.68300872450012,19.3104,17.15546,15.95302,15.46455,15.07629,5971778702857754624,GALAXY,0.1308912
1237660669811753391,140.913821432133,8.82186657266588,20.72666,18.88829,17.73759,17.26288,16.8674,1466054491093624832,GALAXY,0.142782
1237660669811818670,141.00891551643,8.73987327437886,21.00189,18.60787,17.4905,17.04,16.64173,1466056415238973440,GALAXY,0.1292723
1237660669811818707,141.062172445195,8.69200681635953,19.96965,19.45131,18.79531,18.69453,18.35781,1465961032605263872,GALAXY,0.3501247
1237660764305555649,140.991394404024,35.4813866057236,25.34286,19.74572,18.25191,17.65265,17.28246,1434446284466448384,GALAXY,0.2287409
1237660765379494063,140.932036729834,36.3615899656453,20.21803,18.43379,17.30914,16.86794,16.5589,1434530946861787136,GALAXY,0.1846267
1237660961866973465,141.079515088588,35.6606679048716,19.53462,18.59628,18.51199,18.69565,18.49104,5228686688436639744,QSO,2.809025
1237660963477848198,141.029680439841,37.0100325330116,19.71174,18.44112,17.68175,17.26694,16.95747,1365723233931782144,GALAXY,0.1602889
1237660963477913775,141.057924247856,37.1728477417834,22.2031,19.74886,18.30641,17.772,17.50496,1434497136879233024,GALAXY,0.2475628
1237661064412463359,140.937707055356,8.46033595987217,18.83704,17.93738,17.5166,17.18525,17.09658,1465964056262240256,GALAXY,0.119897
1237661064412463374,140.989570320015,8.45894817304566,21.14824,19.87107,19.49637,19.34263,19.13922,5977512106307901440,QSO,2.630947
1237661070318108992,140.911692821619,11.4058899716196,19.03493,17.91796,17.22932,16.80876,16.54197,1959188484623198208,GALAXY,0.1291254
1237661383307428057,140.911494694291,33.5734603976922,22.00133,19.57873,18.11984,17.57462,17.16498,6541566801234647040,GALAXY,0.2359232
1237661383307428067,140.957177176987,33.5432124120006,20.22451,19.57633,18.66032,18.09376,17.81564,1793642439542597632,QSO,0.2360755
1237661384381366306,140.982680112627,34.3687513216142,19.29628,19.04775,18.80499,18.54476,18.33301,6541678676542773248,QSO,2.825371
1237661923405725786,141.065343929495,10.4734819330069,18.19495,18.0241,18.174,18.05987,17.99477,1959105196617394176,QSO,0.5108859
1237661923942596835,141.044872491041,10.7853455618308,20.30871,18.43383,17.47342,17.04698,16.7268,1959107395640649728,GALAXY,0.1056282
1237661923942662390,141.078194125615,10.7804912192668,21.22486,19.52371,17.97872,17.43025,17.04103,1959109869541812224,GALAXY,0.2610282
1237663530264952996,140.986638768707,62.6780164257775,22.24987,19.5987,19.0852,18.91893,18.91348,8383643783418632192,QSO,3.196902
1237663547444953277,141.032975171898,62.9055201919584,22.49292,19.75383,18.17581,17.6395,17.24159,8383644333174446080,GALAXY,0.2630629
1237663916273303720,141.058921343843,65.2544594700508,20.4183,18.60661,17.4779,16.96481,16.56798,2113341687827818496,GALAXY,0.1191176
1237663916810371171,140.96189682268,65.8598927610179,21.72648,17.09887,16.33095,15.56405,18.46644,2113472529711523840,GALAXY,0.1735072
1237663916810436762,141.096720941459,65.9502797181052,22.46667,19.6406,19.10319,18.83909,18.73339,2113471979955709952,QSO,3.173475
1237663917347438775,141.053546410361,66.6056457026689,20.94642,18.79292,17.52265,16.92888,16.45139,2113475828246407168,GALAXY,0.1366931
1237663918421508158,140.924797011396,67.6922451882927,20.68129,18.93962,18.11314,17.67129,17.3831,2114545378350098432,GALAXY,0.1218634
1237664093977968833,141.044786151755,31.7854113237731,20.08605,19.79646,19.79249,19.74104,19.60064,12808425498163304448,QSO,2.13254
1237664667892711614,141.076705142774,30.6660349400406,19.13188,19.06583,18.95284,19.0242,19.1977,11754581806070126592,QSO,1.228288
1237664834858647723,141.087653539672,27.6699971352436,19.96127,18.77973,17.92961,17.52244,17.24812,2184337960130865152,GALAXY,0.1815051
1237664835932520456,140.999571993005,28.5536005250297,22.0336,19.60653,18.07402,17.51703,17.18921,2181039425331423232,GALAXY,0.2679311
1237664870286491811,140.959725204658,33.340041525984,19.80351,18.17595,17.10773,16.62363,16.32581,1793641065153062912,GALAXY,0.2108394
1237664871360168196,141.050400200405,34.1931242936249,18.89176,17.62174,16.91603,16.52126,16.25578,1793656458315851776,GALAXY,0.1319785
1237664871896973515,140.931025005704,34.6725929682571,20.49119,18.67082,17.68536,17.2601,16.89446,1434430066669938688,GALAXY,0.1122895
1237664880486514942,141.087140366466,30.2033508040999,20.70911,19.33618,17.94046,17.42105,17.11325,6539238309931276288,GALAXY,0.235252
1237665097925918957,140.918474790522,26.6011078323348,20.56242,18.8544,17.59977,17.06578,16.67943,6521377292354344960,GALAXY,0.1873393
1237665097925984262,140.936859066305,26.5775849961802,20.45113,18.85583,17.88596,17.33795,17.10113,2184317619165751296,GALAXY,0.1874693
1237665127453229245,140.907913358644,25.9514283887348,21.71291,19.25057,17.72091,17.16517,16.77965,6521381140645042176,GALAXY,0.2654545
1237665127453229246,140.926805173696,25.9375223616576,21.64708,19.8208,18.28183,17.70533,17.32581,6521381690400856064,GALAXY,0.267922
1237665127990296713,141.08934221124,26.4551256364258,19.13125,18.80545,18.6557,18.35905,18.35847,10843663084742268928,QSO,1.549891
1237667112796094801,140.903614865028,24.6910456192661,21.33516,19.02182,17.79494,17.28966,16.89413,2579589855881226240,GALAXY,0.1686242
1237667112796160170,141.089058343278,24.7737346461252,19.05701,18.91715,18.93466,18.73113,18.86805,10804155978175764480,QSO,1.769542
1237667113869967621,140.921995581166,25.5790447725949,21.63423,19.19546,17.64384,17.07534,16.74575,2579579960276576256,GALAXY,0.2655142
1237667210511778183,140.937471980351,21.6472793097345,19.50702,18.32915,17.77314,17.45609,17.17435,2578339161622734848,GALAXY,0.1187789
1237667211048845415,141.086745111672,22.2452001434136,19.67568,19.28809,19.26881,19.33133,19.14842,2578475501064579072,QSO,0.7695826
1237667211585716386,141.015379903218,22.6823349484067,21.4359,19.31178,17.88096,17.34095,16.97943,6501028076423763968,GALAXY,0.2142746
1237667430630883393,140.953546375484,20.7807469532752,19.322,17.38149,16.36427,15.90858,15.53391,2578323493582039040,GALAXY,0.1044504
1237667783353434340,140.998615763417,17.0465879099216,19.12849,17.16419,16.16029,15.73011,15.39258,2666214330457942016,GALAXY,0.1013416
1237668288540639609,141.012339746877,14.1576462726927,21.13862,18.84765,17.72781,17.26131,16.90972,2747234044780505088,GALAXY,0.1402817
1237671260128149742,140.924596703795,11.7850656948742,19.75333,19.38651,19.05202,19.10603,18.98419,1959190958524360704,QSO,0.9754909
1237648720139911382,140.972110114907,-0.855250967149909,20.70289,18.7154,17.55144,17.07461,16.72304,533734313758320640,GALAXY,0.1572911
1237663917347438711,141.053615929449,66.4895208223137,21.21097,18.69909,17.35205,16.74939,16.29257,2113477477513848832,GALAXY,0.1371226
1237667536392749323,141.068302349281,17.3716955730328,21.81021,19.61159,18.13097,17.59495,17.27081,5975396097337874432,GALAXY,0.2401434
1237648721213653136,140.984823157023,-0.0437494502450526,19.86312,18.48394,17.64165,17.25286,16.9534,533803308112963584,GALAXY,0.1305848
1237648721213653264,141.017809244812,-0.154487743574209,21.14422,19.13279,17.74638,17.23632,16.86498,533730465467623424,GALAXY,0.2294869
1237650795144020307,141.011629118329,-0.697658158497418,21.35015,19.32536,17.65339,17.03905,16.58256,533735688147855360,GALAXY,0.3053896
1237650804262896011,140.94767716374,-2.11100895117368,23.42031,19.72106,18.23792,17.6498,17.295,4257122193736226816,GALAXY,0.2716406
1237651250952405155,141.096770793205,57.0210874194985,19.92941,18.1723,17.11083,16.63039,16.24676,507931797967890432,GALAXY,0.1255559
1237651252026343573,141.028969652146,57.9093925694881,20.23947,18.34384,17.20422,16.6994,16.37341,508991727227398144,GALAXY,0.1724416
1237651272965423173,140.995725777594,60.1624619214684,22.20579,19.97052,18.3816,17.77734,17.49198,6431394915591411712,GALAXY,0.1995822
1237651537629347899,141.018605656544,58.897666528964,19.54748,17.78563,16.73812,16.26847,15.93525,546121410230118400,GALAXY,0.16289
1237653612111134935,141.018894796057,52.923106724134,21.44923,19.43599,17.91526,17.29943,16.91434,623755728770852864,GALAXY,0.2223328
1237653612648136901,141.004562395786,53.3559701505615,19.9119,18.51579,17.77625,17.3159,17.01629,623771671689455616,GALAXY,0.1024971
1237653614259208422,141.001316358001,55.0236519382648,20.08394,18.44567,17.53955,17.16158,16.8463,623898390404556800,GALAXY,0.1021613
1237653664717996216,140.958912489374,1.67260478692645,18.82868,18.68503,18.57114,18.45155,18.31095,532560858782394368,QSO,2.054558
1237654383052980318,141.033986102185,54.7288805702777,18.63199,18.59326,18.30743,18.23763,18.23179,624950077739264000,QSO,1.297465
1237654601022570700,140.999411556838,3.265780519477,20.17179,18.48212,17.50758,17.01549,16.63357,639572207797823488,GALAXY,0.1795342
1237654601022636186,141.065681603867,3.23127715981271,19.46776,19.42879,19.33229,19.0671,18.93865,639562861948987392,QSO,1.911384
1237654601022636203,141.083748388095,3.24852470398455,19.18563,17.46323,16.70914,16.40209,16.16242,639561487559452672,GALAXY,0.128991
1237654651496104130,140.951115918084,50.0542503722146,20.33421,19.90451,19.73229,19.27203,19.32951,8214580407066449920,QSO,1.54692
1237654652570108055,140.932241667244,51.0328339632916,20.19422,19.92902,19.46497,19.37796,19.44333,8214829171572234240,QSO,1.252452
1237654653644243073,141.042293400716,52.2920310386361,20.08005,19.90666,19.68936,19.56845,19.18359,8207876410246977536,QSO,0.3633564
1237654654181179523,140.922593275826,52.6726050160205,20.72912,18.66444,17.49628,17.00713,16.67497,863666146522458112,GALAXY,0.1636204
1237655107292758286,141.012502904492,50.4535017438362,19.82729,18.42228,17.47781,16.99373,16.72614,863632886295717888,GALAXY,0.2199011
1237657242433683653,141.051383404176,45.4055055700056,21.17892,19.25262,17.99197,17.43987,17.02407,5287389896369264640,GALAXY,0.1882687
1237657243507687486,140.913165303807,46.4282440452382,20.84386,18.85216,17.71721,17.27394,16.92381,938014024321230848,GALAXY,0.1552788
1237657400809488467,141.017300825225,45.0977507972004,19.30257,18.18546,17.67297,17.33782,17.18169,937913144129382400,GALAXY,0.1376298
1237657400809554133,141.039483006789,45.2821968674047,21.6073,19.48061,18.07613,17.55843,17.2199,5287392645148334080,GALAXY,0.2487028
1237657402420494550,141.066588378545,46.7289612518846,19.32947,18.93345,18.96712,18.91457,19.01252,937988185797978112,QSO,0.6447588
1237657633261551813,141.076629084186,48.0358642814176,19.33532,18.19161,17.47725,17.07153,16.79154,1013358338911528960,GALAXY,0.1253344
1237657769632858248,141.086796477316,47.2961197029241,20.14506,18.08025,16.97319,16.51093,16.14421,1013322055027812352,GALAXY,0.1577044
1237657773934379210,140.992704746717,41.9238639357368,19.3522,17.52452,16.51805,16.05351,15.68275,1057309666947655680,GALAXY,0.1227502
1237657874866176119,141.028398458495,41.2087064881636,19.53102,18.17511,17.34092,16.96647,16.68532,1057330007912769536,GALAXY,0.1587409
1237658203423572197,141.069672232611,39.4873909172888,19.90894,19.60737,19.43711,19.2772,19.04896,9944094337188255744,QSO,2.086412
1237658203423637636,141.046848265289,39.5605007263602,19.47125,18.17556,17.47522,17.09151,16.82453,1056094707806922752,GALAXY,0.1204718
1237658204497576078,140.926557969614,40.5511048430777,21.82182,19.93938,18.88132,18.45266,18.18568,9342774725569697792,GALAXY,0.1554264
1237658300063285528,140.905725821266,5.90448506648791,22.34998,19.86415,18.15337,17.53321,17.12599,1115893296934184960,GALAXY,0.331149
1237658300063351009,141.072185666021,6.01491629209974,21.38644,19.50286,19.1915,19.18662,18.95743,1115910064486508544,QSO,2.912178
1237658423008690362,141.097473707966,4.85765640877275,20.09754,18.54477,17.7869,17.35273,17.10878,1115781146748151808,GALAXY,0.1032645
1237658424082432002,140.949860789096,5.71282011438669,18.08131,17.83447,17.68582,17.85512,17.20095,1115918585701623808,QSO,0.3379682
1237658493873094832,141.009917541703,8.22598145168434,20.42978,18.55068,17.52488,17.11141,16.76306,1465948663099451392,GALAXY,0.1181253
1237660343397974216,141.033957439396,37.7260452725535,21.46455,19.92018,19.05622,18.67918,18.24409,1365890634577111040,GALAXY,0.1296054
1237660343934976076,141.049616190967,38.2581610045725,19.58986,19.20047,19.04648,18.86548,18.77868,1366909877812750336,QSO,1.514034
1237660344471912576,140.931635682143,38.6602755088269,20.20952,18.19602,17.06925,16.61594,16.21244,1366955507545303040,GALAXY,0.1433697
1237660411577565192,141.09760124352,6.71407520409501,17.67377,17.23838,17.28079,17.11313,17.21776,1345477372412979200,QSO,0.5882847
1237660412651307172,141.044838511448,7.53184495903919,20.10163,19.9908,19.99705,19.73525,19.6708,1465948388221544448,QSO,1.681517
1237660413725114541,141.067610810909,8.3049464137258,20.35233,19.3402,18.78588,18.39998,18.26273,1465962681872705536,GALAXY,0.1103857
1237660963477848132,140.908918480923,36.920162702345,18.88509,18.17299,17.73497,17.39159,17.28104,1365722409298061312,GALAXY,0.2019516
1237661066560078019,140.944726436437,10.2759216118909,19.31057,18.98157,19.13632,18.92996,18.84154,1959082381751117824,QSO,0.517256
1237661069244367010,140.937124223956,10.5678152231098,21.03552,18.93933,17.75321,17.26402,16.86279,1959109594663905280,GALAXY,0.1600744
1237661382770426050,140.938014641033,32.8983092776095,20.62222,18.36103,17.02243,16.53906,16.21851,1792605874938734592,GALAXY,0.210114
1237661924479467662,140.908421534984,11.1751358858853,19.49157,19.23943,19.10598,19.02909,18.95317,1959203602908080128,QSO,1.455436
1237663529727885603,140.950755860178,62.0459287300322,20.04395,17.87767,16.73216,16.26136,15.88868,2012039558408988672,GALAXY,0.1494497
1237663529727885618,140.920499632855,62.0732070767066,20.52667,18.52366,17.39489,16.92641,16.60943,2012039283531081728,GALAXY,0.1508106
1237663546370883850,140.959340598189,61.8946660577095,21.6262,19.26259,17.89058,17.39322,17.03565,8383653679023282176,GALAXY,0.2052507
1237663546370883851,140.962071350056,61.8906630521962,20.68184,18.73716,17.59923,17.08625,16.74151,2012040108164802560,GALAXY,0.2055044
1237663546370949222,141.032689015874,61.940777478501,19.98133,19.32412,18.48513,18.04884,17.76546,2012018667688060928,QSO,0.204846
1237663546907885851,140.94651193473,62.3843740511968,20.73001,18.76673,17.66352,17.20313,16.83037,2012042582065965056,GALAXY,0.1278206
1237663786888986731,140.962113407356,65.0623221125988,19.08195,18.85896,18.73001,18.44895,18.34148,2113331242467354624,QSO,1.774366
1237663788500123748,140.972607030744,66.8858102514533,21.17037,19.09865,17.93741,17.40838,16.96938,2113474178978965504,GALAXY,0.1208161
1237663788500123778,140.93054472817,66.8270090026829,20.04229,18.89013,18.20007,17.78594,17.50595,2113474728734779392,GALAXY,0.114327
1237664092367028267,140.913684811952,30.1942591767294,18.42335,18.28876,18.10527,18.08839,17.77437,11754573834610825216,QSO,0.288696
1237664092903964977,140.917734174443,30.7964783559767,18.67019,17.06529,16.18886,15.81587,15.51692,2182154879726807040,GALAXY,0.1509992
1237664093440966674,140.949801195152,31.1317086356575,18.72077,18.51056,18.44592,18.52606,18.47252,11754566687785244672,QSO,0.8938162
1237664093977903197,140.99428133343,31.6292916057782,21.65184,19.59038,18.63036,18.1023,17.79438,2185459736919435264,GALAXY,0.1190512
1237664667892646016,141.076852826409,30.6058354598914,20.35275,18.62284,17.70672,17.31339,16.98091,2185450665948506112,GALAXY,0.1264753
1237664668429582548,141.089049662021,30.9292071218943,19.60505,18.52112,17.81211,17.3716,17.15841,2185453139849668608,GALAXY,0.1633549
1237664669503520960,141.049857175516,31.9726987981463,19.58955,17.64655,16.58862,16.14088,15.7849,2185478428617107456,GALAXY,0.1546905
1237664835395584178,141.060563318826,28.0890619607907,19.39843,17.89646,17.02027,16.58859,16.27989,2184338784764585984,GALAXY,0.1447539
1237664835932455218,140.976328634718,28.5529078383344,21.22514,19.43748,17.88918,17.3562,17.00139,2183187871068874752,GALAXY,0.2493686
1237664877801701636,140.930434972412,27.8860585882796,19.02706,18.07047,17.69302,17.39482,17.31316,2184335211351795712,GALAXY,0.1079207
1237664878875574458,140.929937431388,28.7824857703986,19.64186,19.65759,19.31121,19.26898,19.49764,12774603970720323584,QSO,1.270787
1237664879412576376,140.978067242994,29.3011641754936,21.342,19.28799,17.89296,17.36827,17.0409,6533715462135764992,GALAXY,0.2219168
1237665098999922803,141.071052284607,27.4583072278324,19.83909,19.1779,19.08689,18.83143,18.90376,10843717235689936896,QSO,0.6016559
1237665127990165636,140.914576910388,26.245773021456,19.81692,17.97404,17.00152,16.57909,16.25458,2184325315747145728,GALAXY,0.101657
1237667112259223706,141.061027867711,24.3101675767516,19.22885,18.28038,17.61197,17.23257,17.06979,2579454615951009792,GALAXY,0.2078637
1237667212122718446,141.059717602947,23.2418695023436,21.70338,19.73657,18.32417,17.72272,17.25346,6501033024226088960,GALAXY,0.2313013
1237667252924448966,141.042778176338,21.5209204063184,19.23844,18.88467,19.1057,18.86012,18.92026,10764926777552033792,QSO,0.5387009
1237667429557010651,140.906975445535,20.0288969233831,20.76261,18.7958,17.70894,17.27432,16.90771,2577253118693632000,GALAXY,0.1414274
1237667485383524365,140.990545968585,17.9755758610734,21.11577,19.07441,17.72766,17.201,16.84746,2657204931676628992,GALAXY,0.2169856
1237667735027449951,141.029702493993,16.4388393119324,18.55543,18.43466,18.49515,18.59424,18.50662,10750273860563916800,QSO,0.8253667
1237667781205688464,140.941586000183,15.3169307532667,19.40394,19.26643,19.00729,19.09957,19.23547,10787477210845698048,QSO,1.060325
1237667781742690445,141.040736420584,15.8657253095979,20.17346,18.51849,17.59765,17.14736,16.83527,2747363787152582656,GALAXY,0.1337059
1237667783353368824,140.943980804104,17.0438550724445,20.55906,18.8072,17.74617,17.26757,16.91056,2666217079237011456,GALAXY,0.1287139
1237668288540574013,140.948176673982,14.1026065844179,20.3858,18.31047,17.1904,16.70309,16.32302,2747231021123528704,GALAXY,0.1415934
1237668288540639295,141.022105720091,14.1726311783816,24.63468,19.06266,17.86362,17.31227,17.22001,5978645428824201216,GALAXY,0.135628
1237668288540639313,141.014940770306,14.1866516341554,20.88274,19.18514,18.3181,24.36277,17.0806,2747231845757249536,GALAXY,0.1378028
1237668289614446609,140.953188384265,14.95832884274,19.32207,19.12594,18.85611,18.81279,18.93983,3594004250176364544,QSO,1.260738
1237668289614512301,141.080693988279,14.9569712614848,19.95418,19.22862,19.1088,19.01039,18.63471,10787480784258488320,QSO,2.465811
1237670965922889866,141.09274275782,15.2630130044166,20.32171,19.6258,19.71307,19.57755,19.48291,5978686385632335872,QSO,2.316824
1237671124837007730,140.911990524803,13.2172061852767,19.56097,18.30602,17.737,17.40471,17.24314,2902667885044328448,GALAXY,0.1135936
1237671124837073130,141.020975519613,13.3104059800532,19.70724,18.21675,17.20891,16.71539,16.38577,2901609330107246592,GALAXY,0.1778095
1237671261202022557,140.956694420348,12.6395566632687,20.15594,18.48424,17.4326,16.93842,16.62646,2901605206938642432,QSO,0.1870396
