z_sample,mu_sample
4.863457154578319508e-01,4.296518133440519449e+01
1.947639718453453572e-01,4.030855975496570665e+01
7.177387557923390338e-01,4.232688602081434226e+01
3.422492150956565893e-01,4.371860221322982909e+01
1.477985882403874685e-01,3.968481233347253578e+01
1.754407483918227206e-01,4.166174432762171165e+01
1.768381257766781511e-01,4.106557685355876686e+01
1.086182998779574804e+00,4.414710069206889642e+01
7.696349935892866645e-01,4.300223912974961848e+01
1.057445520742710032e+00,4.386316156009384315e+01
6.915843158078813779e-01,4.135314069636866918e+01
5.573200643392022258e-01,4.187777653906988462e+01
3.847734010950509265e-01,4.180229694035524091e+01
2.068611512848286704e+00,4.763360331356005162e+01
4.274737373623355152e-01,4.112029785960177009e+01
5.100212638377294994e-01,4.313998719984509478e+01
4.394185907778750955e-01,4.074053987005012800e+01
1.495370762763657879e+00,4.461193184930011313e+01
2.855032102088636004e-01,4.039519059884411689e+01
4.021657513036718812e-01,4.203353531964457090e+01
6.999289510230780609e-01,4.358664156217673735e+01
1.794289417481174098e-01,4.053184178332125498e+01
6.264773005471866441e-01,4.358764849822907905e+01
5.155574050893960703e-01,4.256406362699112123e+01
3.696261262975469863e-01,4.183211792448031474e+01
3.354465018541244459e-01,4.269008609800237508e+01
5.453423952793086116e-01,4.199674135262615948e+01
4.317364012172940635e-01,4.259627867233120213e+01
4.989424937650716041e-01,4.053915389113119971e+01
4.091765574909229097e-01,4.211545146970390618e+01
1.399451375366876471e+00,4.453758308528221477e+01
2.505431845152124026e-01,4.049110888862389857e+01
2.161274403675259859e-01,4.106322600423283120e+01
4.135490756679250368e-01,4.191246989579929760e+01
6.114828970655630247e-01,4.363143188106391079e+01
6.775165913567112730e-01,4.447567570234689072e+01
4.536495847368845480e-01,4.236457677473568140e+01
2.309431705948963742e+00,4.757221820582142868e+01
4.198404399099642248e-01,4.149194290200047419e+01
7.467836683371316120e-01,4.331230806920684273e+01
6.556737485193437909e-01,4.247007768472035139e+01
8.755715007192091948e-01,4.476618547459450781e+01
1.456348856776653378e+00,4.554416994288868636e+01
1.034761930241902661e+00,4.370268545469153310e+01
8.022665844561321924e-01,4.366327135258384118e+01
7.197555190102610245e-01,4.422572573637283000e+01
4.077139151195189326e-01,4.168506096379619663e+01
2.629706174631640803e-01,3.974347935680999200e+01
1.787373849601390785e-01,3.978055634375817817e+01
3.380923571846016773e-01,3.940989055804197250e+01
4.802132220183096267e-01,4.287238633378604646e+01
5.515305729968861259e-01,4.211139310136336888e+01
8.141798415579252213e-01,4.309722729092101190e+01
1.309796086389667380e+00,4.571442188502955162e+01
2.359074867994493951e-01,3.910194081925952503e+01
2.261468494504652316e-01,4.199735172817596407e+01
6.102689833340299019e-01,4.232124197649380903e+01
7.767033438294603798e-01,4.291916530839461785e+01
9.394762613782543514e-01,4.493951746956537363e+01
1.188774942457496486e+00,4.528112117453363794e+01
1.550058790885420201e+00,4.776362063733049723e+01
4.555633072365982139e-01,4.181123588632028287e+01
4.409779394464096725e-01,4.181207913010296551e+01
2.630762155918768275e-01,3.926064382353087723e+01
7.049272056629970473e-01,4.284544715630521949e+01
6.750258551707712940e-01,4.235597855599095851e+01
9.684172654249852963e-01,4.358215609392067336e+01
2.165821796531383070e-01,3.855541329264134731e+01
5.316844158260869424e-01,4.398974985916954950e+01
6.024813310426294644e-01,4.139326267568868900e+01
3.378312230018210016e-01,3.864815885229295844e+01
2.808887986790161162e-01,3.968571686471973692e+01
9.630725110775656406e-01,4.341529945951565850e+01
1.736870550154173132e-01,3.856837411130189253e+01
5.099991436315588489e-01,4.334446390401864591e+01
2.345218161599450513e-01,4.020038146661678269e+01
4.993627095021975215e-01,4.227396860019621272e+01
1.500958887595163382e+00,4.582366436844848323e+01
4.736605439131676420e-01,4.238101815790717097e+01
9.578644509796624407e-01,4.495130364504676379e+01
2.359029148715267032e-01,3.933374882835209974e+01
3.601398067341909925e-01,4.089461386031455703e+01
4.585690924085112363e-01,4.265332904049201090e+01
4.555711683250117106e-01,3.962687513920671023e+01
6.903092946943728547e-01,4.178602199968214848e+01
4.145301324293760303e-01,4.223320542170952763e+01
7.376815563743803761e-01,4.282348188728678906e+01
6.572641754119765700e-01,4.387621785082482262e+01
4.550814224360134053e-01,4.276779539629115590e+01
4.798138134844823210e-01,4.101560755504497280e+01
6.333385244398184177e-01,4.326839923122963683e+01
1.874859112136786354e-01,4.085445870917497047e+01
8.915208666792395764e-01,4.394200944124274599e+01
6.716003541647908026e-01,4.209658940234716340e+01
7.527682458833544477e-01,4.419192973148503967e+01
5.640356748064155878e-01,4.317562241081748908e+01
2.294714125986997699e-01,4.076298674129111532e+01
4.595063325728941939e-01,4.270573201356381077e+01
4.597612928725315351e-01,3.921677782635804022e+01
3.970363824707802136e-01,4.247521804399094236e+01
1.321256533596019689e-01,4.053055503112504709e+01
7.663060773885848054e-01,4.381223715573894140e+01
2.288116235035975166e-01,4.043907660744115873e+01
6.255962410649225092e-01,4.351264712819095593e+01
7.254169284201223977e-01,4.356858090588411159e+01
6.529131608789653374e-01,4.358541548405354149e+01
1.312435021300446092e+00,4.484842867991230975e+01
2.225524161783268007e-01,3.950336377439987245e+01
9.796820387884015435e-01,4.306818156388683150e+01
1.307886659605680124e-01,3.804073979825284368e+01
5.623418977824102827e-01,4.125698126474961924e+01
4.589090286248582173e-01,4.102459932088333971e+01
5.533494844177829775e-01,4.419438159750057338e+01
4.296351195824858471e-01,4.256408220457016967e+01
2.983203798915821658e-01,4.035077124931478920e+01
1.109606263376092528e-01,3.819161014429473511e+01
5.483433932665354726e-01,4.260335727531417405e+01
9.289150470733273934e-01,4.326808171000602954e+01
4.356708480091536773e-01,4.195693078012210719e+01
3.235676170235208260e-01,4.184748628359616163e+01
1.991944972675129266e-01,3.989322677293736064e+01
2.043062605619146987e-01,4.028939985962593795e+01
3.224386760350471670e-01,4.193893086651840463e+01
2.193242638137097855e-01,3.991475763548110933e+01
3.555003165948439903e-01,4.163370506620066891e+01
1.829433939375117724e-01,3.944220646096930949e+01
1.822982942675354934e-01,3.968485733769438184e+01
9.560828487103093520e-01,4.366925712405713256e+01
2.751707950314934426e-01,4.023860623454761054e+01
5.835588040359459550e-01,4.282683859064059106e+01
8.147081790020156422e-01,4.410487460019577810e+01
4.988564824825387767e-01,4.238556652014756310e+01
2.678169302093029169e-01,4.110997245994187210e+01
3.054716934112307603e-01,4.030587875667458775e+01
4.807517934370057477e-01,4.101527655132633754e+01
5.567293897677162429e-01,4.293305899213406462e+01
4.180244120852916745e-01,4.243003017271296073e+01
8.262822703261583079e-01,4.364122442623227727e+01
7.840392241890872249e-01,4.475754418025681503e+01
1.153518206038846472e+00,4.539523726014220983e+01
1.303668546387101168e-01,4.126394891663624520e+01
1.050776567872646838e+00,4.404571865952623710e+01
4.501301268485924378e-01,4.104005537099367729e+01
1.005817672715925148e+00,4.339769117868087278e+01
7.113835188782339225e-01,4.264479179956804700e+01
1.619225800085958733e+00,4.589578697061962487e+01
7.950610161000631892e-01,4.139603348666733496e+01
4.292226998031604679e-01,4.309050215607319245e+01
5.343474405450276965e-01,4.220118464721612384e+01
4.380347666630259318e-01,4.167614037537991578e+01
4.294954428750616393e-01,4.084505365459496318e+01
3.524049842143688327e-01,4.124137532345000068e+01
5.302241999577551601e-01,4.242029786605294106e+01
7.014396856894625776e-01,4.303462814272249659e+01
3.646754879643047120e-01,4.174965391390689007e+01
5.535126363289322171e-01,4.196083673690704074e+01
2.359631061895555437e-01,3.952811482879501170e+01
2.732711019713149891e-01,4.120614110086933124e+01
1.582304863217557922e-01,3.945752923622700337e+01
1.401594055667594541e+00,4.522246280276234387e+01
6.245418367681603022e-02,3.810311579976517038e+01
2.886909641844050411e-01,3.990484477247441930e+01
6.317651354598577962e-01,4.205351323137579556e+01
2.000996721366117836e-01,4.106627632153217178e+01
1.014479974993222067e+00,4.269051055022333685e+01
7.446379720636512323e-01,4.204728693360689107e+01
1.364832317705069631e+00,4.577022783208971646e+01
5.397006151479862845e-01,4.268054979031557394e+01
3.817832035373573407e-01,4.165036312587375278e+01
5.747528458051169853e-01,4.253363038076194158e+01
1.167775803135727708e+00,4.456099586739030372e+01
5.505058643408291541e-01,4.241931848262272098e+01
3.571203048906658739e-01,4.263855330526723009e+01
1.003463627282293213e+00,4.372739073085853789e+01
4.347051669016162578e-01,4.173651478209207255e+01
4.553130944099409438e-02,3.798494109295909027e+01
3.424652920619114527e-01,4.129975479373869263e+01
3.949613440493519589e-01,4.372174951019977840e+01
9.613601394783936049e-01,4.389944116755599879e+01
5.004899494534448268e-01,4.354826753701681952e+01
4.896813966851678024e-01,4.063602130315275218e+01
4.081603167891671435e-01,4.186816194614922892e+01
1.011459365274578914e+00,4.258282033169425773e+01
1.231576034681418408e+00,4.551336687736118591e+01
1.731483754470839909e+00,4.436936433710783234e+01
4.382972296032180970e-01,4.217545577736099460e+01
1.362913559451344181e+00,4.466740827970589578e+01
8.418184565338250325e-01,4.251629215134394713e+01
6.949047057289321483e-01,4.156828067502603119e+01
3.403535339377403157e-01,4.078574476066215482e+01
3.186274550086145019e-01,4.269564493043142051e+01
2.784317499843248500e-01,4.048314547584257639e+01
1.136777560105080243e+00,4.536425258746475464e+01
3.770993180030032255e-01,4.146759980313301241e+01
4.962752552040644582e-01,4.306192242703993855e+01
5.286007066683858779e-01,4.066776092738194848e+01
8.214689801045905737e-01,4.318528987858725543e+01
9.317494247836528576e-01,4.484642951629945884e+01
2.555083172669966873e-01,4.038879373143581830e+01
4.761001979527941241e-01,4.204348101345378552e+01
9.290661400806204950e-01,4.348869160709164561e+01
8.839760439481204601e-01,4.489635325865620530e+01
2.216871590566397709e-01,4.045571999749328285e+01
2.703643100553833056e-01,4.071842670590712743e+01
3.845902575787143451e-01,4.217017919753440225e+01
1.935106758459939069e-01,4.038266301009545600e+01
4.743898411359617207e-01,4.231587490408640662e+01
2.267372067531091551e-01,4.164201455765101656e+01
5.910361396633387887e-01,4.263753842297487751e+01
3.416135826351561766e-01,4.152527806644781094e+01
6.164356731758621200e-01,4.219216914463568457e+01
2.360982183525523748e-01,4.047799127000563857e+01
1.452608049278656388e+00,4.671368135244099307e+01
1.174910482972265635e+00,4.390913264455758025e+01
4.495513544295095532e-01,4.091017862761179913e+01
3.383020983857893960e-01,4.216502441566150594e+01
3.445113706071927795e-01,4.115174483835798469e+01
5.201302234383955447e-01,4.244803401999860881e+01
1.483683226759883178e-01,3.917652769291803594e+01
6.577789940834556370e-01,4.305598444595904795e+01
4.619729687567236676e-01,4.284654290830560797e+01
4.387932314322746108e-01,4.112486488962699838e+01
8.694668747118274865e-01,4.274429841310367806e+01
7.321385422452282299e-01,4.334903930499977776e+01
1.282301534849519697e+00,4.318444640314690730e+01
4.198724660884201043e-01,4.051266851649561573e+01
1.055972227911569306e+00,4.609581126194847656e+01
8.097813446107965385e-01,4.427366905335473035e+01
4.239393507918428061e-01,4.181334856006785827e+01
6.401528446970891073e-01,4.409373372509582367e+01
3.730177036909077537e-01,4.052513533249974387e+01
9.963164567429261265e-01,4.378922080341968837e+01
2.313206114254978130e-01,4.085619758417869463e+01
3.155098662192478143e-01,4.188681192992504521e+01
2.922878303882924245e-01,4.134406378396234061e+01
4.579911876293381590e-01,3.963370400741661115e+01
7.764899248676467858e-01,4.248761220067651578e+01
5.556205402582221620e-01,4.298480256895927454e+01
5.235538504242444047e-01,4.203712227240099963e+01
3.635309786214922095e-02,3.807444170498376224e+01
4.749532929291167549e-01,4.299181995205702833e+01
1.798463272019513726e-01,4.017633151193638952e+01
3.122561192928321461e-01,4.001151951227149084e+01
1.174218284046105953e+00,4.450998137680922895e+01
3.178079274471097837e-01,4.130689159783008080e+01
9.604262654712742986e-01,4.510491364638899370e+01
8.589944540888703184e-01,4.455580867525316791e+01
2.726857203682236386e-01,4.164370113311388621e+01
6.250389102664812846e-01,4.195976355549932180e+01
2.343609301141287016e-01,4.160371822352374949e+01
7.546597665277673395e-01,4.201362152298619890e+01
6.555545652594907402e-01,4.245684147942345987e+01
8.737151396803428671e-01,4.416350480658817190e+01
5.169378124801651264e-01,4.219897817231251480e+01
1.109177053149735137e+00,4.339650609219064137e+01
1.617271355319231385e-01,3.869238368880660062e+01
3.762191217794276232e-01,4.007434244762619358e+01
7.392000680669764678e-01,4.380661722972887162e+01
4.694018866369016885e-01,4.327507063181298008e+01
2.841093801798938445e-01,4.071028699781427918e+01
2.263457869527310540e-01,3.987572425809374010e+01
8.827927041842791311e-01,4.233535964675812835e+01
5.119905285187439370e-01,4.317977278133180619e+01
1.015445662161223783e+00,4.632445340491681662e+01
7.613362464598285584e-01,4.163321541269090176e+01
4.630487791297600575e-01,4.105158869061489924e+01
4.358905535970391543e-01,4.125752928991974500e+01
5.462698467452309359e-01,4.195047664653370845e+01
1.032823717609954839e+00,4.442043026024889940e+01
7.663367642827774162e-01,4.495203243515346969e+01
6.886683971603971277e-02,3.828739141255231004e+01
7.151479078919928956e-01,4.371262232812389215e+01
1.125117660089749450e+00,4.371334489499802345e+01
7.337951193131699856e-01,4.219212932792832049e+01
2.874137011237656858e-01,4.010090806399960428e+01
5.202296273196423959e-01,4.382386233231185457e+01
2.565948617318606351e-01,4.049177584070530855e+01
4.251040546775075590e-01,4.141137363525706405e+01
1.194400870475049281e+00,4.440896426094309390e+01
1.138790771993782203e+00,4.527753722012897697e+01
3.687622292567379056e-01,4.024333311422492443e+01
4.107684359078608849e-01,4.306370337425082084e+01
6.199243183918365929e-01,4.297160707067581598e+01
1.340557032288230310e+00,4.468853682013232742e+01
2.630699176299522435e-01,4.101398294413304058e+01
3.494140242368091176e-01,4.152784865544376913e+01
9.943344164650470551e-01,4.375578056098385105e+01
5.269376998780327392e-01,4.215182973726086146e+01
1.060009919321545091e+00,4.341109811248240646e+01
2.942844112592338246e-01,4.149303263308819822e+01
5.604486375382602414e-01,4.204820843665309837e+01
4.008965716859821393e-01,4.078547808909150518e+01
3.937123497751323642e-01,4.178626280206790966e+01
4.914520927362012181e-01,4.346300799726555653e+01
4.808232736800323592e-01,4.210520813253361183e+01
4.238816894244217259e-01,4.125295799614234227e+01
1.109537567002316205e+00,4.479013473225112563e+01
7.594156357919503719e-01,4.523875109059932242e+01
7.542415438714826781e-01,4.194305988996943313e+01
3.740139970221266763e-01,4.185503065797158939e+01
5.994597502637633024e-01,4.292842779808304243e+01
8.229291168378886079e-01,4.471038381764552128e+01
8.475185622038350353e-01,4.462566860670544600e+01
4.143913157851027429e-01,4.158913993786979546e+01
8.110544245927719942e-01,4.190716463153557925e+01
7.645943787630170574e-01,4.416413287082622219e+01
2.576321873415702290e-01,3.979705432309555135e+01
9.769517135800975804e-01,4.311725220809871928e+01
4.871608255552822841e-01,4.326879522285891966e+01
5.225404795880405073e-01,4.150635234180573008e+01
4.926076709129157405e-01,4.353892764885119959e+01
5.907087219518424304e-01,4.301392807966969656e+01
6.396763179929984000e-01,4.321130058917003680e+01
5.320102313024263063e-01,4.270800038921662889e+01
9.788335185679802875e-01,4.244381248849133925e+01
6.460166870850861942e-01,4.122895780322544823e+01
4.567873977210521463e-01,4.221950004736697792e+01
4.683255880746270972e-01,4.261677880765775228e+01
8.718934539482738888e-01,4.381844135974515808e+01
4.171004097167457791e-01,4.101199300000762094e+01
3.147488342254719518e-01,4.107753796140426061e+01
1.747448970449922701e-01,3.953506698565223587e+01
1.000174851498363493e+00,4.316950458560261694e+01
1.121751700035131583e+00,4.542310153142774709e+01
2.384996714488083758e-01,3.879690219339553892e+01
4.069569571214060599e-01,4.226703723848355310e+01
2.860848139334407625e-01,4.117181725108216028e+01
2.345820495709189657e-01,4.124129030401452667e+01
1.062614946534466531e+00,4.328317486356754529e+01
1.715988068489950891e-01,3.965489881524528215e+01
1.507830933423518927e+00,4.740391482827723735e+01
2.157732054880669992e-01,4.071800202145045944e+01
9.714873871821432250e-01,4.412935632904210337e+01
5.895295537285631937e-01,4.320250330644466885e+01
4.317288983108600875e-01,4.195078466583343157e+01
4.127730574405238384e-01,4.380228989292930919e+01
7.924746251348921966e-01,4.443383371815784955e+01
3.922576607040344499e-01,4.154220487879232593e+01
6.755992693353286560e-01,4.329403363610726529e+01
5.476626526217076574e-01,4.212194863740256068e+01
5.213853533363038695e-01,4.350950425447552306e+01
1.066378339477730197e+00,4.289752592102590256e+01
5.791870781672293633e-01,4.111226840543464078e+01
8.993712187662458168e-01,4.524618073017299480e+01
7.518304003159619331e-01,4.541991810238025096e+01
1.461857096110312781e-01,3.959496659515063044e+01
8.142174537463637840e-01,4.366255586522628818e+01
3.189468099944211543e-01,4.169954773344259991e+01
1.072239761010964187e+00,4.366038195385268494e+01
1.527062704522869352e-01,3.943676624049893320e+01
4.059213197661162842e-01,4.174671763978942352e+01
2.190459836470916299e-01,4.072331681867188991e+01
5.139261503128502717e-01,4.085086221091103198e+01
8.873881902024994828e-01,4.329083129790026163e+01
3.801430789122332565e-01,4.232786705343927736e+01
2.657485628737652483e-01,4.001864037822444686e+01
4.038491535498708873e-01,4.076940705707750823e+01
8.769528665140392532e-01,4.574472522966289034e+01
2.566541411630692271e-01,4.058332002276523554e+01
3.270196821621093042e-01,4.062255710764090111e+01
1.861094400823280759e-01,3.824539210457194827e+01
7.282841239565414071e-01,4.395669922667873664e+01
4.521295554214903034e-01,4.264714045387879793e+01
3.894993777583430905e-01,4.132539487486652519e+01
7.434490114751195478e-01,4.224327565716205157e+01
4.080681491500835478e-01,4.170105785076217586e+01
7.545164354382477567e-01,4.253970605306999886e+01
8.791692147961325254e-01,4.284164802257500781e+01
3.195593502562830146e-01,4.100332940196530274e+01
1.431023289630322104e+00,4.402838616109910674e+01
2.753688067843781950e-01,4.094958237800987888e+01
3.747015816447349379e-01,4.206978391936684147e+01
2.896749426884056566e-01,4.008096434697766597e+01
4.151127069346983167e-01,4.048845658787980994e+01
5.174755679753395565e-01,4.382196764236452680e+01
5.516797281740787318e-01,4.161897697728505818e+01
9.505373737723514793e-01,4.332528099708651581e+01
1.033847137848833642e+00,4.440902980261180488e+01
3.214429685409557758e-01,4.166615228777652646e+01
6.413345996438420960e-01,4.266684198699945085e+01
2.304391305801426482e-01,4.069936518193338060e+01
5.008544405805295252e-01,4.187881601533765519e+01
3.979895274052345777e-01,4.075314453731178332e+01
3.936814630703348028e-01,4.296159330942792565e+01
5.194848217326744066e-01,4.471058060203575479e+01
7.570451582976444049e-01,4.499718269811319260e+01
1.864929522423630914e-01,3.989236064089175926e+01
1.007766397481008713e+00,4.593166070748062424e+01
7.632402496698216243e-01,4.372304337609548952e+01
2.870021589868390621e-01,4.039019881708657067e+01
1.203572440920517961e+00,4.507474194579355498e+01
5.386197976366783324e-01,4.235960836959109344e+01
2.590540682602517464e+00,4.565843676046301880e+01
3.036287447767347381e-01,4.014338393614065836e+01
5.623345981607115185e-01,4.332603109826687415e+01
3.742620702292135948e-01,3.978396442681807343e+01
3.845716715572702338e-01,4.213380440264494808e+01
6.115179989918479997e-01,4.122819022239200848e+01
1.133006281015873196e+00,4.235021446980959325e+01
8.627962660514486570e-01,4.191817518053183278e+01
7.498465301937695671e-01,4.523237055588841571e+01
5.831160222949137717e-01,4.247219097165466195e+01
1.135106742814823599e+00,4.453863554307103101e+01
5.273151344238171667e-01,4.373850471686866825e+01
9.949804536695735502e-01,4.501277982738452721e+01
9.122856470151197161e-01,4.250063125936070918e+01
3.165969888863852111e-01,4.187570363995862976e+01
8.115513857554653709e-01,4.372305193991270045e+01
9.362017753929897934e-02,3.784171285071159474e+01
3.983558497769870699e-01,4.168447209913622942e+01
3.287069341510561737e-01,4.235181788347077259e+01
5.390694226570785785e-01,4.161058088813122424e+01
7.658006753326802585e-01,4.377584593629490683e+01
2.170004328160190787e-01,4.012571708771292833e+01
5.456796386697805312e-01,4.077685387900410063e+01
1.200179266212249019e+00,4.380841378934950825e+01
3.280026417091332358e-01,4.134298732408717569e+01
6.964645799447716223e-01,4.438188633553122031e+01
