RA,Dec,sigRA,sigDec,epoch,muAcosD,muD,sigMuAcosD,sigMuD,chi2,classMagB,classMagR1,classMagR2,classMagI,meanClass,classB,classR1,classR2,classI,ellipB,ellipR1,ellipR2,ellipI,qualB,qualR1,qualR2,qualI
84.1184446,-34.0198338,9.7402825e-06,9.7402825e-06,1986.5485,3.376815,-1.832852,5.86919,5.839169,0.276962,17.998,16.978,16.025,16.928,2.0,2.0,2.0,2.0,2.0,0.050614,0.082063,0.118031,0.084957,0.0,0.0,0.0,0.0
84.7098155,-44.0857975,1.031324e-05,1.2032114e-05,1990.999,-4.347078,-10.904258,3.96411,4.835926,1.26276,15.767,15.655,16.157,14.614,2.0,2.0,2.0,2.0,2.0,0.082977,0.10538,0.106465,0.114419,16.0,0.0,0.0,0.0
84.9761028,-28.6654876,1.7188734e-05,1.7761692e-05,1983.5555,-2.033595,13.553922,7.237035,7.382697,0.130539,19.702,18.653,18.775,18.24,2.0,2.0,2.0,2.0,2.0,0.120549,0.077707,0.255988,0.115924,0.0,0.0,0.0,0.0
85.1910399,-54.3061671,1.3178029e-05,1.3178029e-05,1985.8711,-7.439293,23.301487,7.958465,8.065988,3.983955,18.416,17.598,17.147,16.774,1.0,1.0,2.0,2.0,2.0,0.38155,0.140379,0.16484,0.075682,16.0,0.0,16.0,0.0
85.7124161,-12.0248681,1.4896903e-05,1.2605071e-05,1989.3047,7.472392,13.359516,4.283712,3.967402,0.654772,14.755,13.445,13.789,13.36,2.0,2.0,2.0,2.0,2.0,0.029557,0.016017,0.135807,0.056579,1040.0,16.0,0.0,0.0
86.0620796,-64.3192658,1.2032114e-05,1.2032114e-05,1982.3247,7.974138,38.71952,9.083657,9.146919,2.471946,19.505,17.074,17.06,16.33,2.0,2.0,2.0,2.0,2.0,0.417234,0.076693,0.167192,0.20335,1024.0,0.0,1024.0,0.0
86.6637706,-64.2614383,1.3750987e-05,1.3750987e-05,1981.904,-4.588602,4.100152,9.864958,10.058704,0.378395,19.663,17.549,17.595,17.105,2.0,2.0,2.0,2.0,2.0,0.109249,0.091303,0.098374,0.037482,0.0,0.0,0.0,0.0
87.5398758,-57.5399993,1.9480565e-05,2.2345354e-05,1985.5745,-13.471053,-7.242705,8.365391,9.557762,0.917269,19.493,-99.99999,19.003,18.199,2.0,2.0,0.0,2.0,2.0,0.06078,-999999900.0,0.016263,0.191058,0.0,-1.0,0.0,0.0
89.7980228,-45.4944968,1.3750987e-05,1.4896903e-05,1983.0721,3.41495,-15.723787,10.14223,10.640066,0.333148,18.343,18.454,18.943,18.652,2.0,2.0,2.0,2.0,2.0,0.020452,0.087285,0.149186,0.160557,0.0,0.0,0.0,0.0
90.1308695,-39.6172389,1.6042818e-05,1.7761692e-05,1983.752,-4.500921,4.982992,8.208727,8.974424,0.254864,18.853,18.687,18.965,18.74,2.0,2.0,2.0,2.0,2.0,0.077952,0.082112,0.014897,0.38093,0.0,0.0,0.0,0.0
91.1069426,-42.4312484,1.2605071e-05,1.2605071e-05,1988.9279,-16.608807,17.051205,7.761671,8.542774,1.571623,19.848,17.474,17.915,16.761,2.0,2.0,2.0,2.0,2.0,0.05061,0.085989,0.083313,0.151166,0.0,0.0,0.0,0.0
92.4212585,-15.7118641,1.8907607e-05,1.7761692e-05,1982.8099,19.473223,-24.752007,3.991102,3.631578,0.45264,18.183,15.466,16.908,15.854,1.0,1.0,2.0,1.0,1.0,0.336155,0.175915,0.333194,0.332198,0.0,0.0,0.0,0.0
92.5367725,-74.5270217,2.349127e-05,2.5210143e-05,1981.7809,-22.672432,4.936002,17.36414,18.61426,0.734857,19.951,18.825,19.47,18.104,2.0,2.0,2.0,4.0,2.0,0.176774,0.192959,0.163917,0.342239,0.0,0.0,0.0,0.0
95.1176346,-28.4602295,7.4484513e-06,8.5943669e-06,1989.3186,2.637559,-1.687715,4.137333,4.814053,0.594307,16.9,15.99,16.008,15.626,2.0,2.0,2.0,2.0,2.0,0.100828,0.078288,0.1048,0.115621,0.0,16.0,16.0,16.0
95.1338183,-25.254848,1.2032114e-05,1.2032114e-05,1986.4918,0.395886,2.821031,6.819318,6.666365,1.501772,18.317,18.284,18.541,17.433,2.0,2.0,2.0,2.0,2.0,0.052332,0.073189,0.125602,0.096464,0.0,0.0,0.0,0.0
95.7820508,-64.6057338,1.4323945e-05,1.4323945e-05,1987.4502,27.082457,-5.336879,8.852432,8.436475,1.485909,16.551,15.271,15.862,15.331,1.0,1.0,1.0,1.0,1.0,0.192362,0.243524,0.268922,0.248852,1040.0,16.0,16.0,16.0
96.7777695,-35.4874737,1.3750987e-05,1.3178029e-05,1987.1525,-62.921204,-37.506866,8.837953,8.475543,108.3415,15.092,13.921,14.153,13.624,1.0,1.0,1.0,1.0,1.0,0.196924,0.339924,0.115483,0.265017,16.0,16.0,16.0,16.0
97.3552674,-19.9846579,1.031324e-05,9.7402825e-06,1988.0997,0.001083,4.486028,6.379051,6.229056,3.050974,18.172,17.29,17.237,16.8,2.0,2.0,2.0,2.0,2.0,0.093543,0.096784,0.047767,0.06892,0.0,0.0,0.0,0.0
97.7999858,-41.9074555,1.4896903e-05,1.4896903e-05,1985.8219,3.003595,-4.646305,7.601794,7.55894,1.27275,18.781,18.637,18.182,18.136,2.0,2.0,2.0,2.0,2.0,0.15446,0.08717,0.125864,0.299433,1024.0,0.0,1024.0,16384.0
98.361442,-22.389505,1.6615776e-05,1.6615776e-05,1986.5963,-13.358957,12.748559,9.067728,9.014564,0.622805,19.564,19.186,18.928,18.313,2.0,2.0,2.0,2.0,2.0,0.021549,0.06485,0.15544,0.349372,0.0,0.0,0.0,0.0
98.7477061,-23.5862156,1.0886198e-05,1.1459156e-05,1987.4084,-2.132275,0.570695,6.219637,6.793198,0.321674,18.726,17.835,17.765,17.39,2.0,2.0,2.0,2.0,2.0,0.057323,0.119795,0.079217,0.161751,0.0,0.0,0.0,0.0
98.9437688,-75.2713277,8.5943669e-06,9.1673247e-06,1985.129,-6.52124,-10.902343,6.452074,7.48909,1.273099,15.959,15.753,15.787,15.271,2.0,2.0,2.0,2.0,2.0,0.129715,0.040372,0.088169,0.049361,16.0,16.0,0.0,0.0
101.2221865,-65.8524275,1.4323945e-05,1.2032114e-05,1987.9678,13.232067,-2.001723,10.810426,7.897128,0.365334,14.131,13.414,13.282,12.904,2.0,2.0,2.0,2.0,2.0,0.01235,0.055149,0.085352,0.056056,16.0,16.0,16.0,16.0
101.4964356,-3.9753777,2.349127e-05,2.1772396e-05,1977.266,-19.764631,8.957997,5.822695,5.50796,2.983637,19.914,18.847,18.572,17.585,1.0,1.0,2.0,1.0,1.0,0.427302,0.096448,0.474304,0.500261,0.0,0.0,0.0,0.0
102.0586533,-30.7387663,1.4323945e-05,1.3750987e-05,1982.3062,9.288554,-8.937708,9.278344,9.120471,0.403755,19.535,18.175,18.645,17.615,2.0,2.0,2.0,2.0,2.0,0.113657,0.12949,0.219062,0.06673,0.0,0.0,0.0,0.0
102.1136206,-17.7351666,9.1673247e-06,9.1673247e-06,1988.0187,0.813363,-1.266552,6.078133,6.613689,1.043434,18.217,17.158,17.175,16.639,2.0,2.0,2.0,2.0,2.0,0.105749,0.11485,0.081472,0.080264,0.0,16.0,0.0,0.0
102.1160574,-17.7412892,1.546986e-05,1.4896903e-05,1986.9679,-13.760545,4.869843,9.92009,9.729007,1.477316,19.829,18.611,18.642,18.277,2.0,2.0,2.0,2.0,2.0,0.110796,0.114528,0.156616,0.255283,0.0,0.0,0.0,0.0
102.5989525,-16.625616,1.8334649e-05,1.7761692e-05,1982.0901,-8.36974,0.725721,5.731885,5.553233,0.978171,19.522,18.718,18.772,18.465,2.0,2.0,2.0,2.0,2.0,0.086451,0.069774,0.080205,0.330841,0.0,0.0,0.0,0.0
103.1719682,-56.7070402,1.7188734e-05,1.8334649e-05,1987.2406,-0.24532,10.792044,9.432478,10.201745,2.321172,19.933,18.773,18.665,18.401,1.0,2.0,2.0,2.0,1.0,0.114286,0.020141,0.027236,0.257221,1024.0,1024.0,1024.0,1024.0
104.5516545,-58.6764388,9.1673247e-06,1.031324e-05,1985.9722,6.159162,3.141894,5.397851,6.041176,1.417667,18.684,17.038,16.952,16.299,2.0,2.0,2.0,2.0,2.0,0.054986,0.054372,0.095164,0.207488,0.0,0.0,0.0,0.0
105.3939111,-46.5768215,1.3750987e-05,1.4323945e-05,1985.2026,3.785193,0.919087,8.275114,8.473216,0.393669,18.823,18.0,19.229,16.789,2.0,2.0,2.0,2.0,2.0,0.126867,0.170667,0.149268,0.087794,1024.0,0.0,1024.0,0.0
107.443808,-2.9181142,1.031324e-05,1.1459156e-05,1982.3665,-3.782295,6.91196,4.393319,3.325072,1.301362,13.774,12.455,12.534,12.026,2.0,2.0,2.0,2.0,2.0,0.085855,0.105416,0.070883,0.072392,1040.0,16.0,16.0,16.0
108.9458524,-2.5124451,1.7761692e-05,1.7188734e-05,1980.8555,5.981602,-2.824543,5.930823,5.719601,2.145477,18.223,17.425,17.637,17.112,1.0,1.0,1.0,1.0,1.0,0.465024,0.402498,0.403121,0.384024,1024.0,0.0,1024.0,0.0
110.2975005,-0.8588093,1.6042818e-05,1.546986e-05,1980.8993,2.039584,-4.442467,7.30693,7.071351,1.469133,19.562,17.897,18.395,17.19,2.0,2.0,1.0,1.0,2.0,0.148936,0.189216,0.362948,0.038089,0.0,0.0,0.0,0.0
111.4596096,-0.9083833,8.5943669e-06,9.1673247e-06,1978.4078,3.679314,-5.945818,2.947864,3.082647,0.444381,14.866,13.641,13.697,13.021,2.0,2.0,2.0,2.0,2.0,0.036672,0.046147,0.073479,0.064913,1040.0,16.0,16.0,16.0
111.460347,-0.9200453,8.0214091e-06,8.0214091e-06,1980.4042,-0.442698,-0.993752,2.756785,2.758935,0.610863,17.263,15.973,16.166,15.614,2.0,2.0,2.0,2.0,2.0,0.043556,0.119068,0.093486,0.023429,1024.0,0.0,1024.0,16.0
112.7801295,-23.6949859,8.0214091e-06,7.4484513e-06,1983.7501,1.740359,1.650797,4.928985,4.997904,7.272876,16.215,15.486,15.413,15.336,2.0,2.0,2.0,2.0,2.0,0.38852,0.405365,0.326687,0.41923,1024.0,0.0,0.0,16.0
115.2270512,-51.4555164,1.1459156e-05,1.2032114e-05,1983.333,4.098435,-7.206303,7.318009,7.599058,0.299876,18.723,17.849,17.819,17.711,1.0,2.0,2.0,2.0,1.0,0.094078,0.134477,0.053939,0.211726,1024.0,0.0,1024.0,0.0
115.4383769,-47.1571865,1.6042818e-05,1.6615776e-05,1982.2892,-22.337854,-12.355898,11.003876,11.381353,1.826387,19.574,19.254,19.293,19.03,2.0,2.0,2.0,2.0,2.0,0.03845,0.144317,0.220871,0.140309,1024.0,0.0,1024.0,0.0
115.4842278,-26.7985292,8.5943669e-06,7.4484513e-06,1987.0037,2.593625,-4.297385,5.797374,5.085244,1.002836,16.032,15.55,15.538,15.201,2.0,2.0,2.0,2.0,2.0,0.090595,0.028289,0.135072,0.069627,1024.0,16.0,1024.0,16.0
115.8352894,-56.3257975,1.6042818e-05,1.6615776e-05,1984.3685,-17.356567,4.620464,10.373958,10.926716,0.406191,19.384,19.08,19.089,18.548,2.0,2.0,2.0,2.0,2.0,0.127328,0.073731,0.204586,0.092606,0.0,0.0,0.0,0.0
115.8816314,-67.4403949,1.1459156e-05,1.3178029e-05,1986.5966,9.026844,-35.302338,6.4468,7.358821,4.990769,16.706,-99.99999,16.951,15.821,1.0,2.0,0.0,1.0,2.0,0.181509,-999999900.0,0.393315,0.034534,1024.0,-1.0,1040.0,0.0
115.9737819,-4.6696616,9.1673247e-06,9.7402825e-06,1980.6578,-5.85176,-0.123507,3.050564,3.271925,4.756589,16.897,15.719,15.58,15.047,2.0,2.0,2.0,2.0,2.0,0.067597,0.053606,0.233607,0.100025,1040.0,0.0,1024.0,1040.0
116.2737837,-15.741639,9.1673247e-06,9.1673247e-06,1980.3905,15.877556,0.33252,4.257854,3.069211,1.42868,17.013,15.847,16.082,15.727,1.0,2.0,2.0,2.0,2.0,0.159909,0.09859,0.283636,0.174482,0.0,0.0,1040.0,1024.0
116.3317012,-59.4698765,1.3750987e-05,1.3750987e-05,1986.0339,5.120406,-10.865753,7.72405,7.938373,0.790545,19.227,18.733,18.718,18.386,2.0,2.0,2.0,2.0,2.0,0.091144,0.116226,0.112541,0.333719,1024.0,0.0,1024.0,0.0
116.6762614,-47.9153093,7.4484513e-06,7.4484513e-06,1982.5967,-0.013384,-6.957841,4.402537,4.465174,1.014144,17.688,16.971,16.961,16.364,2.0,2.0,2.0,2.0,2.0,0.081244,0.123324,0.067993,0.131625,0.0,0.0,0.0,0.0
116.8364357,-33.1781863,8.0214091e-06,7.4484513e-06,1983.0612,-11.390909,2.657441,5.066227,4.973231,1.906407,17.418,16.273,16.211,15.988,2.0,2.0,2.0,2.0,2.0,0.088253,0.069305,0.061655,0.013364,0.0,16.0,0.0,0.0
117.0111501,-16.660806,2.0626481e-05,1.9480565e-05,1978.3229,-6.872953,-7.782908,7.127316,6.508434,2.994302,19.702,18.807,18.596,18.131,1.0,2.0,2.0,1.0,2.0,0.180827,0.219539,0.467293,0.14761,0.0,0.0,0.0,0.0
117.0143838,-16.6706826,1.031324e-05,1.031324e-05,1979.4377,3.692813,3.699241,3.635798,3.227889,1.987527,18.092,16.711,16.801,16.858,2.0,2.0,2.0,2.0,1.0,0.143796,0.17867,0.246537,0.304618,0.0,0.0,16.0,0.0
118.1085665,-39.674757,9.7402825e-06,7.4484513e-06,1980.3553,5.610711,-5.378634,12.382197,10.254534,0.133032,15.969,15.081,15.082,14.708,2.0,2.0,2.0,2.0,2.0,0.289855,0.248142,0.14745,0.23672,0.0,0.0,16.0,0.0
118.6061941,-11.7889911,9.7402825e-06,1.031324e-05,1981.0715,5.788204,3.540095,3.332708,3.458381,2.707604,17.456,16.285,16.396,16.813,2.0,2.0,2.0,2.0,1.0,0.062664,0.135396,0.062338,0.411092,16.0,0.0,16.0,0.0
119.1889586,-17.9204886,8.5943669e-06,8.5943669e-06,1984.3865,7.041083,-6.744526,4.916826,4.900361,2.539163,19.683,17.763,17.821,15.928,2.0,2.0,2.0,2.0,2.0,0.027469,0.044897,0.03739,0.14503,0.0,0.0,0.0,0.0
119.2112421,-15.7015176,1.6042818e-05,1.6615776e-05,1983.1891,15.538339,-39.22309,28.288717,27.397968,0.377804,18.92,-99.99999,18.625,17.609,2.0,2.0,0.0,1.0,2.0,0.156508,-999999900.0,0.282324,0.028466,0.0,-1.0,0.0,0.0
119.2975954,-11.6286815,1.031324e-05,1.031324e-05,1982.2001,-6.661548,5.281726,3.901797,3.891706,0.259122,17.848,16.952,16.97,16.341,2.0,2.0,2.0,2.0,2.0,0.054036,0.035418,0.048133,0.118535,1040.0,0.0,1024.0,0.0
119.4448261,-4.7626549,1.546986e-05,1.4896903e-05,1981.9392,-2.477817,-3.027056,4.51579,4.283448,0.601813,19.632,18.235,18.318,17.646,2.0,2.0,2.0,2.0,2.0,0.056848,0.010444,0.06887,0.144578,0.0,0.0,0.0,0.0
119.4774572,-69.0317044,1.6042818e-05,1.7188734e-05,1987.1158,3.584458,-1.828589,8.592954,9.602694,1.405934,13.081,11.565,11.581,10.938,1.0,2.0,2.0,2.0,2.0,0.008943,0.084657,0.042476,0.037667,16.0,16.0,16.0,16.0
119.9291932,-18.3712231,1.3178029e-05,1.2605071e-05,1982.0038,0.26584,-5.656838,9.178033,8.822175,0.200884,18.721,18.29,18.607,-99.99999,1.0,2.0,1.0,1.0,0.0,0.209854,0.271808,0.17721,-999999900.0,1024.0,0.0,1024.0,-1.0
120.3632156,-33.6084993,1.8334649e-05,1.7761692e-05,1981.7266,-3.556704,-22.009155,11.563773,11.229668,1.205038,19.168,18.661,18.356,17.823,1.0,1.0,1.0,1.0,1.0,0.526279,0.551084,0.562891,0.559875,1024.0,0.0,1024.0,0.0
121.1405004,-17.2010777,9.7402825e-06,1.031324e-05,1982.2465,2.424367,-8.695789,4.223908,4.276959,1.341465,17.488,17.364,16.988,16.665,2.0,2.0,2.0,2.0,2.0,0.035218,0.114669,0.320146,0.169238,0.0,0.0,16.0,0.0
121.2198539,-27.820557,2.0626481e-05,2.0053523e-05,1984.227,4.208035,18.53329,11.969718,11.641935,3.988344,19.871,19.024,19.172,18.743,1.0,1.0,1.0,2.0,1.0,0.463825,0.5436,0.143789,0.268107,0.0,0.0,0.0,0.0
121.6033758,-62.7649728,1.031324e-05,1.031324e-05,1984.5336,5.052566,-3.360582,6.224916,6.535644,0.592359,19.094,17.731,18.14,17.643,2.0,2.0,2.0,2.0,2.0,0.078714,0.098503,0.09146,0.175007,0.0,0.0,1024.0,0.0
121.7755411,-15.5199989,1.0886198e-05,1.1459156e-05,1981.8951,2.224831,8.636834,4.515786,4.540445,0.168351,18.523,17.462,17.539,16.996,2.0,2.0,2.0,2.0,2.0,0.085675,0.121482,0.096028,0.070438,0.0,0.0,0.0,0.0
122.0647169,-7.8527922,1.031324e-05,1.0886198e-05,1984.9954,-1.876048,-11.217822,8.421158,8.15895,1.291009,17.581,18.651,16.677,16.353,2.0,2.0,1.0,2.0,2.0,0.071677,0.062535,0.085465,0.111141,16.0,0.0,16.0,0.0
122.4464191,-49.2710587,1.2605071e-05,1.2605071e-05,1981.252,12.881937,-2.493704,9.410915,9.35172,6.228925,19.807,17.611,18.017,17.005,1.0,1.0,2.0,1.0,1.0,0.454039,0.329913,0.374517,0.41115,1024.0,1024.0,0.0,0.0
122.7886473,-49.4962832,1.8334649e-05,1.7761692e-05,1982.462,-17.347445,-9.872199,10.81061,10.63242,0.924635,19.728,17.894,18.274,17.628,1.0,1.0,1.0,1.0,1.0,0.420659,0.534832,0.50235,0.518456,0.0,0.0,0.0,0.0
124.1639489,-24.3508209,1.0886198e-05,1.0886198e-05,1985.0873,-5.704607,3.133311,5.496302,5.488207,0.393107,19.021,17.981,18.191,17.606,2.0,2.0,2.0,2.0,2.0,0.05007,0.181898,0.040521,0.095855,0.0,0.0,0.0,0.0
124.4873767,-29.6121468,9.7402825e-06,8.5943669e-06,1982.1589,4.27949,-5.891995,8.045404,9.023864,1.510471,15.384,14.566,14.345,13.763,2.0,2.0,2.0,2.0,2.0,0.084925,0.08321,0.175016,0.14164,1040.0,1040.0,9216.0,16.0
124.4975301,-29.6140112,1.2605071e-05,1.2032114e-05,1982.2308,2.519279,-14.076478,8.044052,7.821116,1.038642,19.479,18.79,18.607,18.036,2.0,2.0,2.0,2.0,2.0,0.353794,0.037355,0.088459,0.308376,1024.0,0.0,1024.0,0.0
126.1061921,-57.6018094,9.1673247e-06,9.1673247e-06,1986.2192,-0.639955,6.239999,6.401689,6.748448,1.135744,18.534,17.39,17.59,17.039,2.0,2.0,2.0,2.0,2.0,0.106185,0.090717,0.093119,0.08484,0.0,0.0,0.0,0.0
126.179729,-10.4934292,1.031324e-05,1.0886198e-05,1982.5424,0.206983,-3.114037,3.006961,3.182701,1.966364,17.866,16.109,16.027,15.447,1.0,1.0,2.0,2.0,2.0,0.29845,0.013342,0.284745,0.105706,1040.0,0.0,16.0,0.0
126.3141781,-28.7811798,1.3178029e-05,1.031324e-05,1981.6587,16.27891,-2.816385,11.429421,11.17706,5.378764,14.559,12.792,12.7,11.752,2.0,2.0,2.0,2.0,2.0,0.0423,0.052325,0.292401,0.136438,1040.0,16.0,1040.0,16.0
126.367988,-50.1778011,7.4484513e-06,7.4484513e-06,1981.7931,8.446758,-5.701029,5.421853,6.086361,2.378144,16.999,15.567,15.648,15.278,2.0,2.0,2.0,2.0,2.0,0.14716,0.204381,0.187299,0.132186,1024.0,0.0,0.0,16.0
126.3719002,-50.1795698,1.3178029e-05,1.3178029e-05,1981.7991,4.481238,2.451889,9.281143,9.091594,0.150757,19.477,18.724,18.507,18.334,2.0,2.0,2.0,2.0,2.0,0.058669,0.035237,0.086412,0.06611,1024.0,0.0,0.0,0.0
126.5064851,-22.5075211,7.4484513e-06,9.1673247e-06,1990.0112,-4.129815,2.813752,4.370049,5.535943,2.020943,16.106,15.441,15.726,14.217,2.0,2.0,2.0,2.0,2.0,0.052249,0.096831,0.06037,0.016294,0.0,16.0,0.0,0.0
128.3980646,-64.3510449,1.2605071e-05,1.4323945e-05,1983.5082,-5.930163,-9.664525,8.65032,11.819732,0.861266,12.928,11.225,11.334,10.635,2.0,2.0,2.0,2.0,2.0,0.009215,0.041452,0.046534,0.035699,16.0,16.0,16.0,16.0
128.7507843,-51.0612819,1.4896903e-05,1.4896903e-05,1982.7112,-3.971331,-5.178544,9.890482,9.811412,1.275614,19.821,18.602,18.534,17.485,2.0,2.0,2.0,2.0,1.0,0.083834,0.057707,0.098385,0.367233,1024.0,0.0,0.0,0.0
128.8637366,-59.8911672,1.031324e-05,8.5943669e-06,1982.0919,-1.469858,-1.29785,7.255114,7.238859,0.967536,15.963,14.819,14.685,14.238,2.0,2.0,2.0,2.0,2.0,0.13397,0.095832,0.118469,0.018343,0.0,16.0,16.0,16.0
129.1633351,-20.2831632,1.6042818e-05,1.546986e-05,1985.828,-1.864068,10.877176,9.253967,8.884936,0.411331,19.448,-99.99999,18.66,18.15,2.0,2.0,0.0,2.0,2.0,0.094264,-999999900.0,0.119384,0.345009,0.0,-1.0,0.0,0.0
129.2529772,-34.1545407,1.6615776e-05,1.6615776e-05,1984.5599,14.603583,13.382677,12.289948,12.229845,5.00057,17.915,17.762,17.633,17.353,1.0,1.0,1.0,1.0,1.0,0.240794,0.535396,0.477305,0.493753,1024.0,1024.0,1024.0,1024.0
130.3626446,-75.6743376,1.2605071e-05,1.3178029e-05,1983.8115,7.40483,-5.870743,6.235531,6.61472,2.212698,18.082,18.153,17.404,17.206,1.0,2.0,1.0,2.0,1.0,0.099422,0.376769,0.105033,0.161496,16.0,0.0,16384.0,0.0
131.2534845,-54.9669759,1.6042818e-05,1.6615776e-05,1983.2023,-4.608851,-1.929632,9.680804,10.072979,2.667582,19.976,18.92,18.911,18.551,2.0,2.0,2.0,2.0,2.0,0.097993,0.245321,0.055512,0.469144,0.0,0.0,0.0,0.0
131.2602987,-54.9690426,1.2032114e-05,1.2605071e-05,1985.9734,9.568516,-33.673065,7.117054,7.400618,1.054421,19.894,19.08,17.276,17.953,2.0,2.0,2.0,2.0,2.0,0.069606,0.305697,0.261471,0.077066,0.0,0.0,0.0,0.0
131.6351157,-63.230658,1.4896903e-05,1.4896903e-05,1983.3522,1.377184,6.096676,9.282761,9.386422,1.523998,19.83,18.632,18.684,18.012,2.0,2.0,2.0,2.0,2.0,0.087363,0.129641,0.106328,0.23996,1024.0,1024.0,1024.0,1024.0
132.4409367,-35.6870573,8.5943669e-06,8.5943669e-06,1985.0359,-1.21365,0.7287,5.429727,5.53703,0.70982,17.748,17.057,16.645,16.182,1.0,2.0,1.0,2.0,2.0,0.140402,0.238175,0.087462,0.107495,0.0,16.0,0.0,0.0
133.1558626,-57.9240741,1.4896903e-05,1.4896903e-05,1983.5707,4.799873,3.419227,8.52359,8.294787,0.545113,19.972,18.623,18.702,18.38,2.0,2.0,2.0,2.0,1.0,0.056983,0.034672,0.178168,0.203623,0.0,0.0,0.0,0.0
133.2516519,-38.4017548,1.4896903e-05,1.4323945e-05,1981.7731,-3.396215,14.530235,17.697126,10.999524,2.443679,11.725,10.861,10.715,10.422,2.0,2.0,2.0,2.0,2.0,0.069444,0.138562,0.139581,0.110626,16.0,16.0,16.0,16.0
134.5222443,-19.8435504,1.3750987e-05,1.3178029e-05,1983.7147,-7.116892,-2.105206,7.522131,7.184516,0.680972,18.377,18.22,18.746,17.788,2.0,2.0,2.0,2.0,2.0,0.014986,0.05352,0.207951,0.16094,1024.0,0.0,1024.0,0.0
135.1669347,-28.139859,9.7402825e-06,8.0214091e-06,1982.4192,-1.845843,-13.610676,9.11671,6.405479,2.240554,14.745,14.146,14.035,13.604,2.0,2.0,2.0,2.0,2.0,0.103674,0.129096,0.040322,0.135717,16.0,16.0,0.0,16.0
135.4296593,-57.2196426,1.546986e-05,1.3750987e-05,1982.8539,26.79053,-9.228719,12.359002,11.09973,7.599204,13.591,11.71,11.735,10.957,2.0,2.0,2.0,2.0,2.0,0.477078,0.405098,0.381431,0.417331,0.0,16.0,1024.0,16.0
136.2214962,-57.5851266,9.1673247e-06,9.7402825e-06,1983.7261,-0.082593,-19.874,6.488498,7.066966,3.294727,16.721,15.749,15.802,15.043,1.0,2.0,2.0,2.0,2.0,0.074189,0.204942,0.274645,0.22608,0.0,0.0,0.0,0.0
136.7137139,-20.3318789,1.3750987e-05,1.3178029e-05,1986.6836,0.275679,2.889697,6.478443,6.074885,0.887837,18.726,18.757,17.247,18.326,2.0,2.0,2.0,2.0,2.0,0.028989,0.085325,0.098078,0.167563,0.0,0.0,0.0,0.0
137.3922082,-87.9210612,2.6929016e-05,2.6929016e-05,1988.5382,96.32895,131.67096,8.962309,10.911809,-999999900.0,17.908,-99.99999,14.331,-99.99999,1.0,1.0,0.0,1.0,0.0,0.195131,-999999900.0,0.020119,-999999900.0,1024.0,-1.0,16384.0,-1.0
139.4124551,-13.7617129,1.6042818e-05,1.6042818e-05,1986.6698,-35.595184,3.930212,8.463941,8.198198,3.835146,18.702,18.413,18.781,18.363,1.0,2.0,1.0,1.0,1.0,0.094174,0.310479,0.416246,0.2583,1024.0,1024.0,1024.0,1024.0
139.9328698,-53.6685287,1.2032114e-05,1.2032114e-05,1979.9991,-8.100357,-1.017949,8.078634,7.975936,0.801521,18.997,18.02,18.622,17.689,1.0,2.0,1.0,1.0,1.0,0.46496,0.449506,0.466851,0.374223,1024.0,0.0,0.0,0.0
140.1799292,-29.9417534,9.7402825e-06,9.7402825e-06,1986.9678,7.956591,0.273272,5.674783,5.587314,0.661144,18.143,17.339,17.078,17.226,2.0,1.0,2.0,2.0,2.0,0.195295,0.032921,0.144008,0.325042,1024.0,1024.0,1024.0,0.0
140.3670217,-58.3082567,1.7188734e-05,1.546986e-05,1984.184,84.678474,77.00676,11.867283,12.176772,102.30401,15.868,11.324,11.488,10.872,1.0,1.0,2.0,2.0,2.0,0.449338,0.364051,0.106129,0.374926,1040.0,1040.0,1040.0,1040.0
140.3722402,-26.3120136,1.3178029e-05,1.2605071e-05,1983.447,11.397428,3.406574,7.92692,7.542124,0.739859,18.464,17.915,18.131,18.094,2.0,2.0,2.0,2.0,1.0,0.10868,0.233608,0.077129,0.310146,0.0,0.0,0.0,0.0
140.4353034,-82.1608042,8.0214091e-06,9.1673247e-06,1989.6464,12.058557,-6.61622,5.107647,6.15725,1.618922,16.162,15.642,15.577,15.188,2.0,2.0,2.0,2.0,2.0,0.199089,0.025387,0.14997,0.087294,0.0,16.0,16.0,16.0
140.6933091,-39.9930397,9.1673247e-06,9.1673247e-06,1983.6414,-2.937394,3.102571,6.506711,6.469173,2.141511,18.123,17.596,17.831,16.272,2.0,2.0,2.0,2.0,2.0,0.065878,0.221622,0.267592,0.16165,0.0,0.0,1024.0,0.0
141.2476802,-42.0640993,2.0053523e-05,1.8907607e-05,1984.9093,8.883389,12.881207,13.594852,12.838962,0.617829,19.012,18.415,18.403,17.65,1.0,1.0,1.0,1.0,1.0,0.456164,0.455502,0.466774,0.397848,0.0,0.0,0.0,0.0
141.2997666,-20.4599035,1.8334649e-05,1.7188734e-05,1986.8715,7.439482,-7.28464,13.53137,12.4241,0.982525,18.845,18.244,18.468,-99.99999,2.0,2.0,2.0,2.0,0.0,0.107263,0.069151,0.223404,-999999900.0,1024.0,0.0,1024.0,-1.0
141.9659332,-20.5809477,1.4323945e-05,1.4323945e-05,1991.1484,4.045669,10.594986,9.529065,9.723169,1.21176,16.592,16.691,16.256,15.789,1.0,2.0,1.0,2.0,2.0,0.129224,0.092998,0.189286,0.131618,16.0,0.0,0.0,0.0
